Unnamed: 0,Unnamed: 1,Unnamed: 2,Gross P&L Total,"-32,203.41",Unnamed: 5,Unnamed: 6
,,,,,,
Indicators Activated,EMA Parameters,SL Points,TP Points,Trailing Stop,Green Bars Required for Entry,
EMA Crossover,"Fast EMA: 9, Slow EMA: 21",7.0,"10.0, 25.0, 50.0, 100.0","Enabled: False, Activation: 5.0 points, Distance: 7.0 points",3,
,,,,,,
Entry Time,Exit Time,Entry Price,Exit Price,Lots,Total Qty,Gross P&L
,,,,,,
2025-09-30 09:20:17,2025-09-30 09:20:55,234.85,245,,75,749.5
2025-09-30 09:20:17,2025-09-30 09:23:01,234.85,227.4,,300,-2278.62
2025-09-30 09:23:23,2025-09-30 09:24:14,226.75,219.75,,375,-2677.69
2025-09-30 09:24:41,2025-09-30 09:25:40,224.55,235.6,,75,817.45
2025-09-30 09:24:41,2025-09-30 09:26:57,224.55,216.3,,300,-2516.49
2025-09-30 09:28:16,2025-09-30 09:29:08,208.1,200.7,,450,-3387.75
2025-09-30 09:29:56,2025-09-30 09:30:52,195.2,187.65,,450,-3451.49
2025-09-30 09:31:40,2025-09-30 09:32:43,185.9,197.55,,75,864.28
2025-09-30 09:31:40,2025-09-30 09:39:18,185.9,178.45,,375,-2836.54
2025-09-30 09:40:04,2025-09-30 09:41:19,176.4,169.05,,450,-3356.14
2025-09-30 09:42:41,2025-09-30 09:44:56,176,169,,450,-3198.63
2025-09-30 09:45:32,2025-09-30 09:47:48,163.95,174,,75,745.41
2025-09-30 09:45:32,2025-09-30 10:01:33,163.95,189.4,,75,1899.67
2025-09-30 09:45:32,2025-09-30 10:10:31,163.95,156.8,,300,-2175.08
2025-09-30 10:11:24,2025-09-30 10:14:41,158.25,151.25,,450,-3193.52
2025-09-30 10:14:54,2025-09-30 10:19:00,157.7,168,,75,764.44
2025-09-30 10:14:54,2025-09-30 10:26:37,157.7,150.3,,375,-2811.04
2025-09-30 10:27:30,2025-09-30 10:36:15,143.85,135.3,,450,-3886.43
2025-09-30 10:37:03,2025-09-30 10:38:16,123.9,116.2,,525,-4081.51
2025-09-30 10:39:03,2025-09-30 10:42:10,115.45,125.95,,75,781.46
2025-09-30 10:39:03,2025-09-30 10:53:38,115.45,140.55,,75,1875.76
2025-09-30 10:39:03,2025-09-30 10:56:03,115.45,165.75,,75,3764.55
2025-09-30 10:39:03,2025-09-30 14:16:02,115.45,108.25,,300,-2180.76
2025-09-30 14:16:14,2025-09-30 14:19:45,112.5,104.15,,600,-5049.96
2025-09-30 14:20:30,2025-09-30 14:20:38,99.35,90.65,,600,-5254.78
2025-09-30 14:21:03,2025-09-30 14:22:16,94.2,86.8,,600,-4473.3
2025-09-30 14:22:24,2025-09-30 14:22:33,91.7,103.05,,75,846.31
2025-09-30 14:22:24,2025-09-30 14:23:44,91.7,116.75,,75,1873.15
2025-09-30 14:22:24,2025-09-30 14:35:39,91.7,142,,75,3765.69
2025-09-30 14:22:24,2025-09-30 15:10:00,91.7,111.3,,300,5858.65
,,,,,,
Commission,Net P&L,Exit Reason,Duration (min),Capital Outstanding,,
,,Starting Capital,,100000,,
11.75,737.75,Take Profit 1,0.63,100737.75,,
43.62,-2322.24,Stop Loss,2.73,98415.51,,
52.69,-2730.38,Stop Loss,0.85,95685.13,,
11.3,806.15,Take Profit 1,0.98,96491.28,,
41.49,-2557.98,Stop Loss,2.27,93933.3,,
57.75,-3445.49,Stop Loss,0.87,90487.81,,
53.99,-3505.49,Stop Loss,0.93,86982.32,,
9.47,854.8,Take Profit 1,1.05,87837.13,,
42.79,-2879.33,Stop Loss,7.63,84957.8,,
48.64,-3404.78,Stop Loss,1.25,81553.02,,
48.63,-3247.25,Stop Loss,2.25,78305.77,,
8.34,737.06,Take Profit 1,2.27,79042.83,,
9.08,1890.58,Take Profit 2,16.02,80933.41,,
30.08,-2205.15,Stop Loss,24.98,78728.26,,
43.52,-3237.04,Stop Loss,3.28,75491.22,,
8.06,756.39,Take Profit 1,4.1,76247.61,,
36.04,-2847.08,Stop Loss,11.72,73400.53,,
38.93,-3925.36,Stop Loss,8.75,69475.17,,
39.01,-4120.51,Stop Loss,1.22,65354.66,,
6.04,775.42,Take Profit 1,3.12,66130.08,,
6.74,1869.02,Take Profit 2,14.58,67999.1,,
7.95,3756.6,Take Profit 3,17,71755.7,,
20.76,-2201.53,Stop Loss,216.98,69554.17,,
39.96,-5089.91,Stop Loss,3.52,64464.26,,
34.78,-5289.55,Stop Loss,0.13,59174.71,,
33.3,-4506.6,Stop Loss,1.22,54668.11,,
4.94,841.37,Take Profit 1,0.15,55509.47,,
5.6,1867.55,Take Profit 2,1.33,57377.02,,
6.81,3758.88,Take Profit 3,13.25,61135.91,,
21.35,5837.3,Exit Buffer,47.6,66973.21,,
