Unnamed: 0,Unnamed: 1,Unnamed: 2,Gross P&L Total,"-4,779.38",Unnamed: 5,Unnamed: 6
,,,,,,
Indicators Activated,HTF Trend Parameters,SL Points,TP Points,Trailing Stop,Green Bars Required for Entry,
HTF Trend,HTF Period: 20,7.0,"10.0, 25.0, 50.0, 100.0","Enabled: True, Activation: 5.0 points, Distance: 7.0 points",5,
,,,,,,
Entry Time,Exit Time,Entry Price,Exit Price,Lots,Total Qty,Gross P&L
,,,,,,
2025-07-18 11:08:04,2025-07-18 11:21:18,197.75,189.5,,450,-3765.92
2025-07-18 11:31:59,2025-07-18 11:34:57,189.75,199.85,,75,748.11
2025-07-18 11:31:59,2025-07-18 11:37:29,189.75,197.4,,375,2822.38
2025-07-18 11:44:05,2025-07-18 11:46:29,210.2,202.95,,450,-3319.71
2025-07-18 11:54:03,2025-07-18 12:12:05,193,203.6,,75,785.43
2025-07-18 11:54:03,2025-07-18 12:20:41,193,208.5,,375,5763.52
2025-07-18 12:36:48,2025-07-18 12:39:16,207,198.35,,450,-3948.41
2025-07-18 12:44:08,2025-07-18 12:49:36,199,196.45,,450,-1202.88
2025-07-18 13:58:54,2025-07-18 14:03:14,174.9,177.05,,525,1070.52
2025-07-18 14:29:42,2025-07-18 14:32:26,169.2,162.2,,525,-3728.34
2025-07-18 14:44:15,2025-07-18 14:46:13,174,174.1,,450,-4.08
,,,,,,
Commission,Net P&L,Exit Reason,Duration (min),Capital Outstanding,,
,,Starting Capital,,100000,,
53.42,-3819.34,Stop Loss,13.23,96180.66,,
9.39,738.72,Take Profit 1,2.97,96919.39,,
46.37,2776.01,Trailing Stop,5.5,99695.39,,
57.21,-3376.92,Stop Loss,2.4,96318.48,,
9.57,775.87,Take Profit 1,18.03,97094.34,,
48.98,5714.54,Trailing Stop,26.63,102808.89,,
55.91,-4004.33,Stop Loss,2.47,98804.56,,
55.38,-1258.25,Trailing Stop,5.47,97546.31,,
58.23,1012.3,Trailing Stop,4.33,98558.61,,
53.34,-3781.69,Stop Loss,2.73,94776.92,,
49.08,-53.15,Trailing Stop,1.97,94723.77,,
