Unnamed: 0,Unnamed: 1,Unnamed: 2,Gross P&L Total,"-17,152.62",Unnamed: 5,Unnamed: 6
,,,,,,
Indicators Activated,EMA Parameters,SL Points,TP Points,Trailing Stop,Green Bars Required for Entry,
EMA Crossover,"Fast EMA: 9, Slow EMA: 21",15.0,"10.0, 25.0, 50.0, 100.0","Enabled: False, Activation: 5.0 points, Distance: 7.0 points",4,
,,,,,,
Entry Time,Exit Time,Entry Price,Exit Price,Lots,Total Qty,Gross P&L
,,,,,,
2025-09-30 09:20:22,2025-09-30 09:20:58,236.85,247.2,,75,764.4
2025-09-30 09:20:22,2025-09-30 09:24:10,236.85,221.75,,300,-4572.54
2025-09-30 09:24:28,2025-09-30 09:25:33,221.35,231.55,,75,753.9
2025-09-30 09:24:28,2025-09-30 09:27:59,221.35,204.85,,300,-4989.29
2025-09-30 09:28:35,2025-09-30 09:29:09,214.25,198.9,,375,-5803.94
2025-09-30 09:30:13,2025-09-30 09:30:57,196.2,180.05,,375,-6099.42
2025-09-30 09:31:40,2025-09-30 09:32:43,185.75,197.55,,75,875.53
2025-09-30 09:31:40,2025-09-30 09:34:01,185.75,210.85,,75,1872.39
2025-09-30 09:31:40,2025-09-30 09:40:15,185.75,170.6,,225,-3433.29
2025-09-30 09:40:29,2025-09-30 09:45:26,175.1,159.4,,450,-7110.86
2025-09-30 09:45:33,2025-09-30 09:48:29,165.2,175.45,,75,760.34
2025-09-30 09:45:33,2025-09-30 10:01:35,165.2,190.3,,75,1873.37
2025-09-30 09:45:33,2025-09-30 10:26:37,165.2,149.2,,225,-3621.46
2025-09-30 10:27:29,2025-09-30 10:36:23,143.85,128.75,,450,-6832.05
2025-09-30 10:41:08,2025-09-30 10:42:28,117.55,127.55,,75,743.88
2025-09-30 10:41:08,2025-09-30 10:54:17,117.55,142.65,,75,1875.66
2025-09-30 10:41:08,2025-09-30 11:00:39,117.55,167.85,,75,3764.45
2025-09-30 10:41:08,2025-09-30 14:19:46,117.55,101.1,,300,-4954.39
2025-09-30 14:20:50,2025-09-30 14:22:51,94.8,107,,150,1819.74
2025-09-30 14:20:50,2025-09-30 14:23:49,94.8,121.2,,150,3948.38
2025-09-30 14:20:50,2025-09-30 14:35:56,94.8,145,,150,7516.09
2025-09-30 14:20:50,2025-09-30 15:10:00,94.8,111.3,,225,3696.49
,,,,,,
Commission,Net P&L,Exit Reason,Duration (min),Capital Outstanding,,
,,Starting Capital,,100000,,
11.85,752.54,Take Profit 1,0.6,100752.54,,
42.54,-4615.07,Stop Loss,3.8,96137.47,,
11.1,742.79,Take Profit 1,1.08,96880.26,,
39.29,-5028.59,Stop Loss,3.52,91851.67,,
47.69,-5851.63,Stop Loss,0.57,86000.04,,
43.17,-6142.59,Stop Loss,0.73,79857.45,,
9.47,866.05,Take Profit 1,1.05,80723.5,,
10.11,1862.28,Take Profit 2,2.35,82585.78,,
24.54,-3457.84,Stop Loss,8.58,79127.94,,
45.86,-7156.73,Stop Loss,4.95,71971.21,,
8.41,751.92,Take Profit 1,2.93,72723.13,,
9.13,1864.25,Take Profit 2,16.03,74587.38,,
21.46,-3642.93,Stop Loss,41.07,70944.45,,
37.05,-6869.09,Stop Loss,8.9,64075.36,,
6.12,737.77,Take Profit 1,1.33,64813.13,,
6.84,1868.82,Take Profit 2,13.15,66681.95,,
8.05,3756.4,Take Profit 3,19.52,70438.35,,
19.39,-4973.79,Stop Loss,218.63,65464.56,,
10.26,1809.48,Take Profit 1,2.02,67274.04,,
11.62,3936.75,Take Profit 2,2.98,71210.79,,
13.91,7502.19,Take Profit 3,15.1,78712.98,,
16.01,3680.48,Exit Buffer,49.17,82393.45,,
