Unnamed: 0,Unnamed: 1,Unnamed: 2,Gross P&L Total,"-1,510.46",Unnamed: 5,Unnamed: 6
,,,,,,
Indicators Activated,EMA Parameters,MACD Parameters,SL Points,TP Points,Trailing Stop,Green Bars Required for Entry
"EMA Crossover, MACD","Fast EMA: 9, Slow EMA: 21","Fast: 12, Slow: 26, Signal: 9",10.0,"10.0, 25.0, 50.0, 100.0","Enabled: True, Activation: 5.0 points, Distance: 7.0 points",5
,,,,,,
Entry Time,Exit Time,Entry Price,Exit Price,Lots,Total Qty,Gross P&L
,,,,,,
2025-08-19 12:44:28,2025-08-19 15:10:00,13.85,10.5,,450,-1510.46
,,,,,,
Commission,Net P&L,Exit Reason,Duration (min),Capital Outstanding,,
,,Starting Capital,,100000,,
2.96,-1513.42,Exit Buffer,145.53,98486.58,,
