tick_id,timestamp,total_pre_convergence_ms,websocket_json_parse_ms,websocket_dict_creation_ms,websocket_total_ms,broker_timestamp_ops_ms,broker_csv_logging_ms,broker_queue_ops_ms,broker_callback_invoke_ms,broker_total_ms,trader_session_check_ms,trader_callback_invoke_ms,trader_total_ms,memory_mb
1,2025-10-22T14:53:52.051678,16.610899940133095,0.03820005804300308,0.031100003980100155,0.08829997386783361,16.484999912790954,0.001900014467537403,0.01479999627918005,0,16.51649991981685,0.001900014467537403,0,0.006100046448409557,68.12890625
2,2025-10-22T14:53:52.053846,0.11550006456673145,0.037199934013187885,0.01750001683831215,0.06550003308802843,0.030100112780928612,0.00100000761449337,0.007400056347250938,0,0.046200002543628216,0.000900006853044033,0,0.003800028935074806,68.12890625
3,2025-10-22T14:53:52.053846,0.07170008029788733,0.017900019884109497,0.010999967344105244,0.03450002986937761,0.0195999164134264,0.00100000761449337,0.006400048732757568,0,0.03400002606213093,0.000800006091594696,0,0.003200024366378784,68.12890625
4,2025-10-22T14:53:52.053846,0.08109991904348135,0.025300076231360435,0.010499963536858559,0.041899969801306725,0.021999934688210487,0.00100000761449337,0.006499933078885078,0,0.035899924114346504,0.000800006091594696,0,0.003300025127828121,68.12890625
5,2025-10-22T14:53:52.053846,0.13950001448392868,0.07309997454285622,0.015700003132224083,0.09730004239827394,0.02320006024092436,0.001200009137392044,0.0075999414548277855,0,0.03869994543492794,0.000800006091594696,0,0.003500026650726795,68.12890625
6,2025-10-22T14:53:52.070511,0.2093000803142786,0.040499959141016006,0.021900050342082977,0.07180008105933666,0.10519998613744974,0.001900014467537403,0.014999997802078724,0,0.13250007759779692,0.001300009898841381,0,0.004999921657145023,68.12890625
7,2025-10-22T14:53:52.070511,0.0879999715834856,0.02010003663599491,0.012399978004395962,0.03870006185024977,0.02220005262643099,0.000900006853044033,0.010300078429281712,0,0.045900000259280205,0.0007998896762728691,0,0.0033999094739556313,68.12890625
8,2025-10-22T14:53:52.071510,0.07499987259507179,0.016700010746717453,0.010599964298307896,0.03359990660101175,0.019900035113096237,0.001100008375942707,0.009100069291889668,0,0.03700004890561104,0.0009998911991715431,0,0.004399917088449001,68.12890625
9,2025-10-22T14:53:52.071510,0.06170023698359728,0.014599994756281376,0.009600073099136353,0.02880010288208723,0.018300022929906845,0.001100008375942707,0.00500003807246685,0,0.0298001104965806,0.000900006853044033,0,0.003100023604929447,68.12890625
10,2025-10-22T14:53:52.071510,0.06180000491440296,0.015199999324977398,0.010599964298307896,0.030399998649954796,0.017900019884109497,0.000800006091594696,0.004800036549568176,0,0.028699985705316067,0.000800006091594696,0,0.002700020559132099,68.12890625
11,2025-10-22T14:53:52.071510,0.05929998587816954,0.014299992471933365,0.009200070053339005,0.028000096790492535,0.017699901945888996,0.000700005330145359,0.00500003807246685,0,0.02859998494386673,0.000800006091594696,0,0.002699904143810272,68.12890625
12,2025-10-22T14:53:52.071510,0.05909998435527086,0.01409999094903469,0.009100069291889668,0.027700094506144524,0.017400016076862812,0.000700005330145359,0.004800036549568176,0,0.02829998265951872,0.0008998904377222061,0,0.0030999071896076202,68.12890625
13,2025-10-22T14:53:52.072508,0.05659996531903744,0.013599987141788006,0.00900006853044033,0.026900088414549828,0.01680001150816679,0.000700005330145359,0.004500034265220165,0,0.026999972760677338,0.000800006091594696,0,0.002699904143810272,68.12890625
14,2025-10-22T14:53:52.072508,0.05639996379613876,0.013499986380338669,0.008699949830770493,0.02659996971487999,0.017000013031065464,0.000600004568696022,0.004400033503770828,0,0.027099973522126675,0.000700005330145359,0,0.002700020559132099,68.12890625
15,2025-10-22T14:53:52.072508,0.07280008867383003,0.013699987903237343,0.008899951353669167,0.027099973522126675,0.03250001464039087,0.000700005330145359,0.004500034265220165,0,0.04300009459257126,0.000800006091594696,0,0.002700020559132099,68.19140625
16,2025-10-22T14:53:52.072508,0.05639996379613876,0.013600103557109833,0.009400071576237679,0.02729997504502535,0.01650000922381878,0.000700005330145359,0.004300032742321491,0,0.026499968953430653,0.000700005330145359,0,0.002600019797682762,68.19140625
