tick_id,timestamp,total_ms,api_receive_ms,indicator_update_ms,signal_eval_ms,position_mgmt_ms,logging_ms,csv_write_ms,dataframe_ops_ms,queue_ops_ms,memory_mb,cpu_percent
18,2025-10-22T14:08:06.683909,2.1078999852761626,0.0,1.9236999796703458,0.0,0.0,0.0,0.0,0.0,0.0,67.32421875,0.0
19,2025-10-22T14:08:06.686906,2.320299972780049,0.0,2.0830000285059214,0.0,0.0,0.0,0.0,0.0,0.0,67.32421875,0.0
20,2025-10-22T14:08:06.689996,2.6982000563293695,0.0,2.102399943396449,0.0,0.0,0.0,0.0,0.0,0.0,67.32421875,97.7
21,2025-10-22T14:08:06.693450,2.183999982662499,0.0,2.012500073760748,0.0,0.0,0.0,0.0,0.0,0.0,67.32421875,0.0
22,2025-10-22T14:08:06.696375,2.0961000118404627,0.0,1.922899973578751,0.0,0.0,0.0,0.0,0.0,0.0,67.32421875,0.0
23,2025-10-22T14:08:06.699186,2.0966000156477094,0.0,1.9121000077575445,0.0,0.0,0.0,0.0,0.0,0.0,67.32421875,0.0
24,2025-10-22T14:08:06.701984,2.2596000926569104,0.0,2.075799973681569,0.0,0.0,0.0,0.0,0.0,0.0,67.328125,0.0
25,2025-10-22T14:08:06.704961,3.060300019569695,0.0,2.8863000916317105,0.0,0.0,0.0,0.0,0.0,0.0,67.33203125,0.0
26,2025-10-22T14:08:06.708798,6.249400088563561,0.0,4.240800044499338,0.0,0.0,0.0,0.0,0.0,0.0,67.33203125,97.7
27,2025-10-22T14:08:06.721396,2.6820000493898988,0.0,2.3928999435156584,0.0,0.0,0.0,0.0,0.0,0.0,67.3359375,0.0
28,2025-10-22T14:08:06.724929,2.7176999719813466,0.0,2.524999901652336,0.0,0.0,0.0,0.0,0.0,0.0,67.3359375,104.2
29,2025-10-22T14:08:06.732878,4.682299913838506,0.0,3.662200062535703,0.0,0.0,0.0,0.0,0.0,0.0,67.3359375,0.0
30,2025-10-22T14:08:06.738404,2.4088999489322305,0.0,2.2079000482335687,0.0,0.0,0.0,0.0,0.0,0.0,67.3359375,97.7
31,2025-10-22T14:08:06.741586,2.3030999582260847,0.0,2.111600013449788,0.0,0.0,0.0,0.0,0.0,0.0,67.3359375,0.0
32,2025-10-22T14:08:06.744632,2.1972000831738114,0.0,2.021100022830069,0.0,0.0,0.0,0.0,0.0,0.0,67.3359375,0.0
33,2025-10-22T14:08:06.747613,2.13489995803684,0.0,1.9634999334812164,0.0,0.0,0.0,0.0,0.0,0.0,67.3359375,0.0
34,2025-10-22T14:08:06.750492,3.452800097875297,0.0,2.5328999618068337,0.0,0.0,0.0,0.0,0.0,0.0,67.34375,0.0
35,2025-10-22T14:08:06.754739,2.2145999828353524,0.0,2.0300999749451876,0.0,0.0,0.0,0.0,0.0,0.0,67.34375,97.7
36,2025-10-22T14:08:06.757706,2.206199918873608,0.0,2.018700004555285,0.0,0.0,0.0,0.0,0.0,0.0,67.34375,0.0
37,2025-10-22T14:08:06.760641,2.1339000668376684,0.0,1.9537999760359526,0.0,0.0,0.0,0.0,0.0,0.0,67.34375,0.0
38,2025-10-22T14:08:06.763499,2.113299909979105,0.0,1.9295000238344073,0.0,0.0,0.0,0.0,0.0,0.0,67.34375,0.0
39,2025-10-22T14:08:06.766324,2.1109000081196427,0.0,1.939800102263689,0.0,0.0,0.0,0.0,0.0,0.0,67.34375,0.0
40,2025-10-22T14:08:06.769157,2.642099978402257,0.0,2.455499954521656,0.0,0.0,0.0,0.0,0.0,0.0,67.34375,104.2
41,2025-10-22T14:08:06.772560,2.1988999797031283,0.0,2.0234999246895313,0.0,0.0,0.0,0.0,0.0,0.0,67.34375,0.0
42,2025-10-22T14:08:06.775503,2.113000024110079,0.0,1.935599953867495,0.0,0.0,0.0,0.0,0.0,0.0,67.34375,0.0
43,2025-10-22T14:08:06.778341,2.1207999670878053,0.0,1.9360000733286142,0.0,0.0,0.0,0.0,0.0,0.0,67.3515625,0.0
44,2025-10-22T14:08:06.781171,2.1542999893426895,0.0,1.9711999921128154,0.0,0.0,0.0,0.0,0.0,0.0,67.3515625,0.0
45,2025-10-22T14:08:06.784044,1.9656999502331018,0.0,1.8096000421792269,0.0,0.0,0.0,0.0,0.0,0.0,67.3515625,0.0
46,2025-10-22T14:08:06.786764,1.9793999381363392,0.0,1.8113999394699931,0.0,0.0,0.0,0.0,0.0,0.0,67.3515625,0.0
47,2025-10-22T14:08:06.789494,2.277799998410046,0.0,2.1096999989822507,0.0,0.0,0.0,0.0,0.0,0.0,67.3515625,0.0
48,2025-10-22T14:08:06.792515,1.9582000095397234,0.0,1.803999999538064,0.0,0.0,0.0,0.0,0.0,0.0,67.3515625,0.0
49,2025-10-22T14:08:06.795227,1.9714999943971634,0.0,1.8061998998746276,0.0,0.0,0.0,0.0,0.0,0.0,67.3515625,0.0
50,2025-10-22T14:08:06.797939,3.9789999136701226,0.0,2.09950003772974,1.0418000165373087,0.0,0.0,0.0,0.0,0.0,67.3515625,0.0
51,2025-10-22T14:08:06.802827,2.728399937041104,0.0,2.3140000412240624,0.14849996659904718,0.0,0.0,0.0,0.0,0.0,67.3515625,0.0
52,2025-10-22T14:08:06.806363,2.3748999228700995,0.0,2.04030005261302,0.13670010957866907,0.0,0.0,0.0,0.0,0.0,67.35546875,0.0
53,2025-10-22T14:08:06.809489,2.302400069311261,0.0,2.003600005991757,0.1221999991685152,0.0,0.0,0.0,0.0,0.0,67.35546875,0.0
54,2025-10-22T14:08:06.812583,2.5179999647662044,0.0,2.209699945524335,0.13379997108131647,0.0,0.0,0.0,0.0,0.0,67.359375,0.0
55,2025-10-22T14:08:06.815865,2.223299932666123,0.0,1.936199958436191,0.11040002573281527,0.0,0.0,0.0,0.0,0.0,67.359375,0.0
56,2025-10-22T14:08:06.903288,2.806799951940775,0.0,2.3327000671997666,0.1365999924018979,0.0,0.0,0.0,0.0,0.0,67.359375,0.0
57,2025-10-22T14:08:06.980395,6.627999944612384,0.0,6.1150999972596765,0.15849992632865906,0.0,0.0,0.0,0.0,0.0,67.36328125,0.0
58,2025-10-22T14:08:07.000246,43.61799999605864,0.0,43.1335000321269,0.1354000996798277,0.0,0.0,0.0,0.0,0.0,67.36328125,0.0
59,2025-10-22T14:08:07.046988,3.358999965712428,0.0,2.8858999721705914,0.1308999489992857,0.0,0.0,0.0,0.0,0.0,67.36328125,0.0
60,2025-10-22T14:08:07.055282,2.612499985843897,0.0,2.2075000451877713,0.12800004333257675,0.0,0.0,0.0,0.0,0.0,67.36328125,104.2
61,2025-10-22T14:08:07.060031,2.47450009919703,0.0,2.1529000950977206,0.11360005009919405,0.0,0.0,0.0,0.0,0.0,67.3671875,0.0
62,2025-10-22T14:08:07.063223,2.5128000415861607,0.0,2.1200000774115324,0.12290000449866056,0.0,0.0,0.0,0.0,0.0,67.3671875,0.0
63,2025-10-22T14:08:07.066695,2.2939000045880675,0.0,2.002499997615814,0.10529998689889908,0.0,0.0,0.0,0.0,0.0,67.37109375,0.0
64,2025-10-22T14:08:07.069724,2.338399994187057,0.0,2.0358000183478,0.10710000060498714,0.0,0.0,0.0,0.0,0.0,67.37109375,0.0
65,2025-10-22T14:08:07.072790,2.2701999405398965,0.0,1.9929000409319997,0.1050999853760004,0.0,0.0,0.0,0.0,0.0,67.37109375,0.0
66,2025-10-22T14:08:07.075794,2.2200000239536166,0.0,1.934399944730103,0.10579999070614576,0.0,0.0,0.0,0.0,0.0,67.37109375,0.0
67,2025-10-22T14:08:07.078728,2.265700022689998,0.0,1.9601999083533883,0.10710000060498714,0.0,0.0,0.0,0.0,0.0,67.37109375,0.0
68,2025-10-22T14:08:07.081717,2.2282999707385898,0.0,1.93210004363209,0.10649999603629112,0.0,0.0,0.0,0.0,0.0,67.37109375,0.0
69,2025-10-22T14:08:07.084649,2.2864999482408166,0.0,1.993300043977797,0.10220007970929146,0.0,0.0,0.0,0.0,0.0,67.37109375,0.0
70,2025-10-22T14:08:07.087655,2.2072000429034233,0.0,1.9230999751016498,0.10369997471570969,0.0,0.0,0.0,0.0,0.0,67.37109375,0.0
71,2025-10-22T14:08:07.090575,2.223100047558546,0.0,1.9324999302625656,0.10109995491802692,0.0,0.0,0.0,0.0,0.0,67.375,0.0
72,2025-10-22T14:08:07.093501,2.3089000023901463,0.0,2.0194000098854303,0.11190003715455532,0.0,0.0,0.0,0.0,0.0,67.375,0.0
73,2025-10-22T14:08:07.096593,2.2230000467970967,0.0,1.9362999591976404,0.10529998689889908,0.0,0.0,0.0,0.0,0.0,67.375,0.0
74,2025-10-22T14:08:07.099533,2.225399948656559,0.0,1.9317999249324203,0.10289996862411499,0.0,0.0,0.0,0.0,0.0,67.375,104.2
75,2025-10-22T14:08:07.102472,3.2250999938696623,0.0,2.6914000045508146,0.20520004909485579,0.0,0.0,0.0,0.0,0.0,67.375,0.0
76,2025-10-22T14:08:07.106698,3.3980999141931534,0.0,2.697800053283572,0.13320008292794228,0.0,0.0,0.0,0.0,0.0,67.375,0.0
77,2025-10-22T14:08:07.111725,2.8089999686926603,0.0,2.4533000541850924,0.14620006550103426,0.0,0.0,0.0,0.0,0.0,67.375,0.0
78,2025-10-22T14:08:07.115348,2.3719000164419413,0.0,2.0606000907719135,0.10649999603629112,0.0,0.0,0.0,0.0,0.0,67.375,0.0
79,2025-10-22T14:08:07.118487,2.3216999834403396,0.0,2.024100045673549,0.12440001592040062,0.0,0.0,0.0,0.0,0.0,67.375,0.0
80,2025-10-22T14:08:07.121650,2.314200042746961,0.0,2.0173999946564436,0.11550006456673145,0.0,0.0,0.0,0.0,0.0,67.3828125,0.0
81,2025-10-22T14:08:07.124727,2.3463000543415546,0.0,2.061599981971085,0.12019998393952847,0.0,0.0,0.0,0.0,0.0,67.3828125,0.0
82,2025-10-22T14:08:07.127833,2.135000075213611,0.0,1.8705000402405858,0.10339997243136168,0.0,0.0,0.0,0.0,0.0,67.3828125,97.7
83,2025-10-22T14:08:07.130732,2.1440000273287296,0.0,1.872299937531352,0.1020999625325203,0.0,0.0,0.0,0.0,0.0,67.3828125,0.0
84,2025-10-22T14:08:07.133622,2.728800056502223,0.0,2.443699981085956,0.11390005238354206,0.0,0.0,0.0,0.0,0.0,67.38671875,0.0
85,2025-10-22T14:08:07.137132,2.3218999849632382,0.0,2.0267999498173594,0.11449994053691626,0.0,0.0,0.0,0.0,0.0,67.38671875,0.0
86,2025-10-22T14:08:07.140237,2.2936000023037195,0.0,2.007099916227162,0.11370005086064339,0.0,0.0,0.0,0.0,0.0,67.38671875,0.0
87,2025-10-22T14:08:07.143289,2.1455000387504697,0.0,1.8823000136762857,0.10219996329396963,0.0,0.0,0.0,0.0,0.0,67.38671875,0.0
88,2025-10-22T14:08:07.146197,3.8282000459730625,0.0,1.8751999596133828,1.7801000503823161,0.0,0.0,0.0,0.0,0.0,67.38671875,0.0
89,2025-10-22T14:08:07.151053,3.106400021351874,0.0,2.6285999920219183,0.20160002168267965,0.0,0.0,0.0,0.0,0.0,67.390625,0.0
90,2025-10-22T14:08:07.155276,3.133399994112551,0.0,2.5975999888032675,0.20589993800967932,0.0,0.0,0.0,0.0,0.0,67.39453125,0.0
91,2025-10-22T14:08:07.159695,2.469500061124563,0.0,1.9848999800160527,0.31070003751665354,0.0,0.0,0.0,0.0,0.0,67.39453125,97.7
92,2025-10-22T14:08:07.163254,2.47119995765388,0.0,2.0788999972864985,0.17190002836287022,0.0,0.0,0.0,0.0,0.0,67.39453125,0.0
93,2025-10-22T14:08:07.166509,2.1916000405326486,0.0,1.9100999925285578,0.10820000898092985,0.0,0.0,0.0,0.0,0.0,67.39453125,0.0
94,2025-10-22T14:08:07.169479,2.1365999709814787,0.0,1.8618999747559428,0.1012999564409256,0.0,0.0,0.0,0.0,0.0,67.39453125,0.0
95,2025-10-22T14:08:07.172366,2.98250000923872,0.0,2.552000107243657,0.1330999657511711,0.0,0.0,0.0,0.0,0.0,67.39453125,0.0
96,2025-10-22T14:08:07.176126,13.090899912640452,0.0,12.716200086288154,0.15430001076310873,0.0,0.0,0.0,0.0,0.0,67.39453125,104.2
97,2025-10-22T14:08:07.190069,2.89939995855093,0.0,2.4397000670433044,0.125400023534894,0.0,0.0,0.0,0.0,0.0,67.39453125,0.0
98,2025-10-22T14:08:07.193754,5.355400033295155,0.0,4.930399940349162,0.2432999899610877,0.0,0.0,0.0,0.0,0.0,67.39453125,97.7
99,2025-10-22T14:08:07.200225,3.7358999252319336,0.0,3.270899993367493,0.1382998889312148,0.0,0.0,0.0,0.0,0.0,67.39453125,0.0
100,2025-10-22T14:08:07.204765,3.9635999128222466,0.0,3.623099997639656,0.13050006236881018,0.0,0.0,0.0,0.0,0.0,67.40234375,0.0
101,2025-10-22T14:08:07.210007,2.6729999808594584,0.0,2.28020001668483,0.12879993300884962,0.0,0.0,0.0,0.0,0.0,67.40234375,97.7
102,2025-10-22T14:08:07.213509,7.15920003131032,0.0,6.80199998896569,0.13299996498972178,0.0,0.0,0.0,0.0,0.0,67.40234375,0.0
103,2025-10-22T14:08:07.221553,3.003199934028089,0.0,2.6695000706240535,0.1276000402867794,0.0,0.0,0.0,0.0,0.0,67.40234375,0.0
104,2025-10-22T14:08:07.225336,2.342900028452277,0.0,2.0402000518515706,0.10920001659542322,0.0,0.0,0.0,0.0,0.0,67.40234375,0.0
105,2025-10-22T14:08:07.228415,2.3656999692320824,0.0,2.0551000488922,0.11300004553049803,0.0,0.0,0.0,0.0,0.0,67.40234375,0.0
106,2025-10-22T14:08:07.231516,2.2324000019580126,0.0,1.9525999668985605,0.1050999853760004,0.0,0.0,0.0,0.0,0.0,67.40234375,0.0
107,2025-10-22T14:08:07.234480,5.175699945539236,0.0,4.84029995277524,0.13729999773204327,0.0,0.0,0.0,0.0,0.0,67.40234375,0.0
108,2025-10-22T14:08:07.240548,2.9966000001877546,0.0,2.5811000959947705,0.12310000602155924,0.0,0.0,0.0,0.0,0.0,67.40234375,97.7
109,2025-10-22T14:08:07.244366,2.3819999769330025,0.0,2.0834000315517187,0.1066999975591898,0.0,0.0,0.0,0.0,0.0,67.40625,0.0
110,2025-10-22T14:08:07.247489,2.261499990709126,0.0,1.9703999860212207,0.10609999299049377,0.0,0.0,0.0,0.0,0.0,67.40625,0.0
111,2025-10-22T14:08:07.250475,2.2547999396920204,0.0,1.9553001038730145,0.10539998766034842,0.0,0.0,0.0,0.0,0.0,67.40625,0.0
112,2025-10-22T14:08:07.253443,5.398400011472404,0.0,5.052500055171549,0.13890000991523266,0.0,0.0,0.0,0.0,0.0,67.40625,0.0
113,2025-10-22T14:08:07.259646,2.6030000299215317,0.0,2.228699973784387,0.14519994147121906,0.0,0.0,0.0,0.0,0.0,67.41015625,0.0
114,2025-10-22T14:08:07.263012,2.3274000268429518,0.0,2.0319001050665975,0.11140003334730864,0.0,0.0,0.0,0.0,0.0,67.41015625,0.0
115,2025-10-22T14:08:07.266091,2.273100079037249,0.0,1.9735000096261501,0.1047999830916524,0.0,0.0,0.0,0.0,0.0,67.41015625,0.0
116,2025-10-22T14:08:07.269078,2.343100029975176,0.0,2.0412999438121915,0.10870001278817654,0.0,0.0,0.0,0.0,0.0,67.41015625,0.0
117,2025-10-22T14:08:07.272141,2.795599983073771,0.0,2.1837000967934728,0.12820004485547543,0.0,0.0,0.0,0.0,0.0,67.41015625,104.2
118,2025-10-22T14:08:07.275687,2.8440000023692846,0.0,2.3477000650018454,0.1401000190526247,0.0,0.0,0.0,0.0,0.0,67.4140625,0.0
119,2025-10-22T14:08:07.279468,2.3442000383511186,0.0,2.0387000404298306,0.11539994738996029,0.0,0.0,0.0,0.0,0.0,67.4140625,0.0
120,2025-10-22T14:08:07.282770,2.326900023035705,0.0,2.019600011408329,0.11279992759227753,0.0,0.0,0.0,0.0,0.0,67.4140625,0.0
121,2025-10-22T14:08:07.285840,2.4591999826952815,0.0,2.1545999916270375,0.11630007065832615,0.0,0.0,0.0,0.0,0.0,67.41796875,97.7
122,2025-10-22T14:08:07.289055,2.246399992145598,0.0,1.9644000567495823,0.10679999832063913,0.0,0.0,0.0,0.0,0.0,67.41796875,0.0
123,2025-10-22T14:08:07.292034,2.2718000691384077,0.0,1.959000015631318,0.10539998766034842,0.0,0.0,0.0,0.0,0.0,67.41796875,0.0
124,2025-10-22T14:08:07.295030,2.9090000316500664,0.0,2.595400088466704,0.1265000319108367,0.0,0.0,0.0,0.0,0.0,67.41796875,0.0
125,2025-10-22T14:08:07.298711,2.2975000320002437,0.0,1.9972000736743212,0.10890001431107521,0.0,0.0,0.0,0.0,0.0,67.421875,0.0
126,2025-10-22T14:08:07.301735,2.3892000317573547,0.0,2.0859999349340796,0.11170003563165665,0.0,0.0,0.0,0.0,0.0,67.421875,0.0
127,2025-10-22T14:08:07.304857,2.22100003156811,0.0,1.94240000564605,0.1066999975591898,0.0,0.0,0.0,0.0,0.0,67.421875,0.0
128,2025-10-22T14:08:07.307812,2.2492000134661794,0.0,1.9591000163927674,0.10109995491802692,0.0,0.0,0.0,0.0,0.0,67.42578125,0.0
129,2025-10-22T14:08:07.310801,2.304999972693622,0.0,2.001899993047118,0.10930001735687256,0.0,0.0,0.0,0.0,0.0,67.42578125,0.0
130,2025-10-22T14:08:07.313898,2.1692999871447682,0.0,1.9096999894827604,0.09649991989135742,0.0,0.0,0.0,0.0,0.0,67.42578125,0.0
131,2025-10-22T14:08:07.316864,2.389000030234456,0.0,2.100700046867132,0.11330004781484604,0.0,0.0,0.0,0.0,0.0,67.42578125,0.0
132,2025-10-22T14:08:07.319997,2.357000019401312,0.0,1.9931999268010259,0.1121999230235815,0.0,0.0,0.0,0.0,0.0,67.42578125,97.7
133,2025-10-22T14:08:07.323132,2.1440000273287296,0.0,1.8733999459072948,0.09999994654208422,0.0,0.0,0.0,0.0,0.0,67.42578125,0.0
134,2025-10-22T14:08:07.326090,2.4139999877661467,0.0,2.0894999615848064,0.12770004104822874,0.0,0.0,0.0,0.0,0.0,67.42578125,0.0
135,2025-10-22T14:08:07.329456,2.100400044582784,0.0,1.8321999814361334,0.10119995567947626,0.0,0.0,0.0,0.0,0.0,67.42578125,0.0
136,2025-10-22T14:08:07.332656,3.2239999854937196,0.0,2.762200077995658,0.13479997869580984,0.0,0.0,0.0,0.0,0.0,67.42578125,97.7
137,2025-10-22T14:08:07.336992,2.3566000163555145,0.0,2.0442999666556716,0.11370005086064339,0.0,0.0,0.0,0.0,0.0,67.42578125,0.0
138,2025-10-22T14:08:07.340128,2.2194000193849206,0.0,1.8989000236615539,0.15380000695586205,0.0,0.0,0.0,0.0,0.0,67.4296875,0.0
139,2025-10-22T14:08:07.343134,2.1471999352797866,0.0,1.883199904114008,0.09830005001276731,0.0,0.0,0.0,0.0,0.0,67.4296875,0.0
140,2025-10-22T14:08:07.346042,2.1231999853625894,0.0,1.864299993030727,0.0961000332608819,0.0,0.0,0.0,0.0,0.0,67.4296875,0.0
141,2025-10-22T14:08:07.348919,2.317699952982366,0.0,2.042299951426685,0.1118999207392335,0.0,0.0,0.0,0.0,0.0,67.4296875,0.0
142,2025-10-22T14:08:07.351995,2.1446000318974257,0.0,1.8786999862641096,0.1012999564409256,0.0,0.0,0.0,0.0,0.0,67.4296875,0.0
143,2025-10-22T14:08:07.354907,2.4627000093460083,0.0,2.180699957534671,0.10730000212788582,0.0,0.0,0.0,0.0,0.0,67.43359375,0.0
144,2025-10-22T14:08:07.358138,2.4264000821858644,0.0,2.0623999880626798,0.11430005542933941,0.0,0.0,0.0,0.0,0.0,67.43359375,0.0
145,2025-10-22T14:08:07.361323,2.0785999950021505,0.0,1.8216000171378255,0.09739992674440145,0.0,0.0,0.0,0.0,0.0,67.43359375,0.0
146,2025-10-22T14:08:07.364159,2.1485999459400773,0.0,1.823799917474389,0.15950005035847425,0.0,0.0,0.0,0.0,0.0,67.4375,0.0
147,2025-10-22T14:08:07.367089,2.08020000718534,0.0,1.8174999859184027,0.09679992217570543,0.0,0.0,0.0,0.0,0.0,67.4375,0.0
148,2025-10-22T14:08:07.369925,2.060999977402389,0.0,1.8026999896392226,0.09730004239827394,0.0,0.0,0.0,0.0,0.0,67.4375,0.0
149,2025-10-22T14:08:07.372738,2.2882999619469047,0.0,2.005400019697845,0.11389993596822023,0.0,0.0,0.0,0.0,0.0,67.4375,0.0
150,2025-10-22T14:08:07.375784,2.0901000825688243,0.0,1.8332001054659486,0.0961000332608819,0.0,0.0,0.0,0.0,0.0,67.4375,0.0
151,2025-10-22T14:08:07.378631,2.0669000223279,0.0,1.7995000816881657,0.09760004468262196,0.0,0.0,0.0,0.0,0.0,67.4375,0.0
152,2025-10-22T14:08:07.381440,2.3357999743893743,0.0,2.051000017672777,0.11090002954006195,0.0,0.0,0.0,0.0,0.0,67.4375,0.0
153,2025-10-22T14:08:07.384518,2.062999992631376,0.0,1.805800013244152,0.09619991760700941,0.0,0.0,0.0,0.0,0.0,67.4375,0.0
154,2025-10-22T14:08:07.387336,2.131699933670461,0.0,1.8150999676436186,0.15390000771731138,0.0,0.0,0.0,0.0,0.0,67.44140625,0.0
155,2025-10-22T14:08:07.390211,2.1755999187007546,0.0,1.8344999989494681,0.15620002523064613,0.0,0.0,0.0,0.0,0.0,67.44140625,0.0
156,2025-10-22T14:08:07.393179,2.1341999527066946,0.0,1.8100999295711517,0.16059994231909513,0.0,0.0,0.0,0.0,0.0,67.4453125,0.0
157,2025-10-22T14:08:07.396063,2.1000999258831143,0.0,1.8227000255137682,0.1078000059351325,0.0,0.0,0.0,0.0,0.0,67.4453125,0.0
158,2025-10-22T14:08:07.398956,2.0879999501630664,0.0,1.8198000034317374,0.10009994730353355,0.0,0.0,0.0,0.0,0.0,67.4453125,0.0
159,2025-10-22T14:08:07.401798,2.0623001037165523,0.0,1.7969999462366104,0.09640003554522991,0.0,0.0,0.0,0.0,0.0,67.4453125,0.0
160,2025-10-22T14:08:07.404601,2.216900000348687,0.0,1.946799922734499,0.11020002420991659,0.0,0.0,0.0,0.0,0.0,67.4453125,0.0
161,2025-10-22T14:08:07.407567,2.055699937045574,0.0,1.7975999508053064,0.0977999297901988,0.0,0.0,0.0,0.0,0.0,67.4453125,0.0
162,2025-10-22T14:08:07.410376,2.051800023764372,0.0,1.7859999788925052,0.09639991912990808,0.0,0.0,0.0,0.0,0.0,67.4453125,0.0
163,2025-10-22T14:08:07.413167,2.2956999018788338,0.0,2.0237999269738793,0.11020002420991659,0.0,0.0,0.0,0.0,0.0,67.4453125,0.0
164,2025-10-22T14:08:07.416225,2.0779999904334545,0.0,1.8204000080004334,0.09810004848986864,0.0,0.0,0.0,0.0,0.0,67.4453125,0.0
165,2025-10-22T14:08:07.419057,2.1167000522837043,0.0,1.851600012741983,0.10419997852295637,0.0,0.0,0.0,0.0,0.0,67.44921875,0.0
166,2025-10-22T14:08:07.421925,2.4240000639110804,0.0,2.1229999838396907,0.11200003791600466,0.0,0.0,0.0,0.0,0.0,67.44921875,0.0
167,2025-10-22T14:08:07.425099,2.5106000248342752,0.0,2.2231999319046736,0.11609995272010565,0.0,0.0,0.0,0.0,0.0,67.44921875,0.0
168,2025-10-22T14:08:07.428364,2.317700069397688,0.0,2.0306999795138836,0.11030002497136593,0.0,0.0,0.0,0.0,0.0,67.44921875,104.2
169,2025-10-22T14:08:07.431436,2.1237999899312854,0.0,1.8653000006452203,0.09850005153566599,0.0,0.0,0.0,0.0,0.0,67.44921875,0.0
170,2025-10-22T14:08:07.434321,2.2070000413805246,0.0,1.9343000603839755,0.10030006524175406,0.0,0.0,0.0,0.0,0.0,67.44921875,0.0
171,2025-10-22T14:08:07.437291,2.4640000192448497,0.0,2.1733000176027417,0.11520006228238344,0.0,0.0,0.0,0.0,0.0,67.44921875,0.0
172,2025-10-22T14:08:07.440529,2.1982999751344323,0.0,1.9160999218001962,0.10179996024817228,0.0,0.0,0.0,0.0,0.0,67.44921875,0.0
173,2025-10-22T14:08:07.443484,2.0715000573545694,0.0,1.810800051316619,0.09870005305856466,0.0,0.0,0.0,0.0,0.0,67.44921875,0.0
174,2025-10-22T14:08:07.446317,2.1077999845147133,0.0,1.828600070439279,0.10060006752610207,0.0,0.0,0.0,0.0,0.0,67.453125,0.0
175,2025-10-22T14:08:07.449144,2.0668000215664506,0.0,1.8074000254273415,0.09889993816614151,0.0,0.0,0.0,0.0,0.0,67.453125,0.0
176,2025-10-22T14:08:07.451964,2.0786999957636,0.0,1.81940000038594,0.09780004620552063,0.0,0.0,0.0,0.0,0.0,67.45703125,0.0
177,2025-10-22T14:08:07.454795,2.0852000452578068,0.0,1.8161999760195613,0.10299996938556433,0.0,0.0,0.0,0.0,0.0,67.45703125,0.0
178,2025-10-22T14:08:07.457638,2.128700027242303,0.0,1.8589000683277845,0.09749992750585079,0.0,0.0,0.0,0.0,0.0,67.4609375,0.0
179,2025-10-22T14:08:07.460512,2.265900024212897,0.0,1.965200062841177,0.1078000059351325,0.0,0.0,0.0,0.0,0.0,67.4609375,0.0
180,2025-10-22T14:08:07.463537,2.5247999001294374,0.0,2.246999996714294,0.11580006685107946,0.0,0.0,0.0,0.0,0.0,67.4609375,0.0
