tick_id,timestamp,total_ms,api_receive_ms,indicator_update_ms,signal_eval_ms,position_mgmt_ms,logging_ms,csv_write_ms,dataframe_ops_ms,queue_ops_ms,memory_mb,cpu_percent
1,2025-10-22T14:16:24.273869,24.16629996150732,0.0,2.9613999649882317,0.0,0.0,0.0,0.0,0.0,0.0,67.4453125,0.0
2,2025-10-22T14:16:24.298965,6.938999984413385,0.0,6.533400039188564,0.0,0.0,0.0,0.0,0.0,0.0,67.4453125,0.0
3,2025-10-22T14:16:24.307985,2.2943998919799924,0.0,2.101600053720176,0.0,0.0,0.0,0.0,0.0,0.0,67.4453125,0.0
4,2025-10-22T14:16:24.311038,2.182799973525107,0.0,1.9888000097125769,0.0,0.0,0.0,0.0,0.0,0.0,67.4453125,0.0
5,2025-10-22T14:16:24.313950,2.1748999133706093,0.0,1.9830999663099647,0.0,0.0,0.0,0.0,0.0,0.0,67.44921875,0.0
6,2025-10-22T14:16:24.316854,2.1436000242829323,0.0,1.9514999585226178,0.0,0.0,0.0,0.0,0.0,0.0,67.44921875,0.0
7,2025-10-22T14:16:24.319721,5.480099935084581,0.0,5.166999995708466,0.0,0.0,0.0,0.0,0.0,0.0,67.44921875,97.7
8,2025-10-22T14:16:24.326213,2.7326999697834253,0.0,2.4273000890389085,0.0,0.0,0.0,0.0,0.0,0.0,67.44921875,0.0
9,2025-10-22T14:16:24.329770,2.19140003900975,0.0,2.0122000714764,0.0,0.0,0.0,0.0,0.0,0.0,67.44921875,0.0
10,2025-10-22T14:16:24.332693,2.1394999930635095,0.0,1.9508999539539218,0.0,0.0,0.0,0.0,0.0,0.0,67.453125,0.0
11,2025-10-22T14:16:24.335539,2.119299955666065,0.0,1.9304000306874514,0.0,0.0,0.0,0.0,0.0,0.0,67.453125,97.7
12,2025-10-22T14:16:24.338373,2.6363000506535172,0.0,2.453999943099916,0.0,0.0,0.0,0.0,0.0,0.0,67.453125,0.0
13,2025-10-22T14:16:24.341838,5.3542000241577625,0.0,5.174300051294267,0.0,0.0,0.0,0.0,0.0,0.0,67.45703125,0.0
14,2025-10-22T14:16:24.347997,2.209800062701106,0.0,2.0178999984636903,0.0,0.0,0.0,0.0,0.0,0.0,67.45703125,0.0
15,2025-10-22T14:16:24.350924,2.1361999679356813,0.0,1.9468000391498208,0.0,0.0,0.0,0.0,0.0,0.0,67.45703125,104.2
16,2025-10-22T14:16:24.353783,2.129300031810999,0.0,1.9420998869463801,0.0,0.0,0.0,0.0,0.0,0.0,67.4609375,0.0
17,2025-10-22T14:16:24.356620,2.1368999732658267,0.0,1.9508999539539218,0.0,0.0,0.0,0.0,0.0,0.0,67.46484375,0.0
18,2025-10-22T14:16:24.359463,2.110100002028048,0.0,1.9278000108897686,0.0,0.0,0.0,0.0,0.0,0.0,67.46484375,0.0
19,2025-10-22T14:16:24.362287,4.056900041177869,0.0,2.5871999096125364,0.0,0.0,0.0,0.0,0.0,0.0,67.46484375,0.0
20,2025-10-22T14:16:24.367123,2.1249999990686774,0.0,1.941199996508658,0.0,0.0,0.0,0.0,0.0,0.0,67.46484375,0.0
21,2025-10-22T14:16:24.369966,2.105699968524277,0.0,1.91880005877465,0.0,0.0,0.0,0.0,0.0,0.0,67.46484375,0.0
22,2025-10-22T14:16:24.372777,2.1026000613346696,0.0,1.916700042784214,0.0,0.0,0.0,0.0,0.0,0.0,67.46484375,0.0
23,2025-10-22T14:16:24.375582,2.1000999258831143,0.0,1.9150000298395753,0.0,0.0,0.0,0.0,0.0,0.0,67.46484375,0.0
24,2025-10-22T14:16:24.378393,1.984999980777502,0.0,1.8222000217065215,0.0,0.0,0.0,0.0,0.0,0.0,67.46875,0.0
25,2025-10-22T14:16:24.381133,3.205200075171888,0.0,3.0306000262498856,0.0,0.0,0.0,0.0,0.0,0.0,67.47265625,0.0
26,2025-10-22T14:16:24.385135,2.3243000032380223,0.0,2.0852999296039343,0.0,0.0,0.0,0.0,0.0,0.0,67.47265625,0.0
27,2025-10-22T14:16:24.388259,2.045600092969835,0.0,1.8866000464186072,0.0,0.0,0.0,0.0,0.0,0.0,67.4765625,0.0
28,2025-10-22T14:16:24.391065,2.0239000441506505,0.0,1.8567999359220266,0.0,0.0,0.0,0.0,0.0,0.0,67.4765625,0.0
29,2025-10-22T14:16:24.393831,2.0101999398320913,0.0,1.8520000157877803,0.0,0.0,0.0,0.0,0.0,0.0,67.4765625,104.2
30,2025-10-22T14:16:24.396597,2.0041000097990036,0.0,1.8387000309303403,0.0,0.0,0.0,0.0,0.0,0.0,67.4765625,0.0
31,2025-10-22T14:16:24.399357,2.0060999086126685,0.0,1.8474000971764326,0.0,0.0,0.0,0.0,0.0,0.0,67.4765625,0.0
32,2025-10-22T14:16:24.402112,2.8108999831601977,0.0,2.6434999890625477,0.0,0.0,0.0,0.0,0.0,0.0,67.4765625,0.0
33,2025-10-22T14:16:24.405695,2.019600011408329,0.0,1.8574000569060445,0.0,0.0,0.0,0.0,0.0,0.0,67.4765625,0.0
34,2025-10-22T14:16:24.408477,2.1103000035509467,0.0,1.9447000231593847,0.0,0.0,0.0,0.0,0.0,0.0,67.484375,0.0
35,2025-10-22T14:16:24.411336,2.0213000243529677,0.0,1.8650999991223216,0.0,0.0,0.0,0.0,0.0,0.0,67.484375,0.0
36,2025-10-22T14:16:24.414113,2.016299986280501,0.0,1.8517000135034323,0.0,0.0,0.0,0.0,0.0,0.0,67.48828125,0.0
37,2025-10-22T14:16:24.416870,2.1347999572753906,0.0,1.9696999806910753,0.0,0.0,0.0,0.0,0.0,0.0,67.48828125,0.0
38,2025-10-22T14:16:24.419777,2.0309999817982316,0.0,1.8720999360084534,0.0,0.0,0.0,0.0,0.0,0.0,67.48828125,0.0
39,2025-10-22T14:16:24.422561,2.0093999337404966,0.0,1.8545000348240137,0.0,0.0,0.0,0.0,0.0,0.0,67.48828125,0.0
40,2025-10-22T14:16:24.425325,1.9679999677464366,0.0,1.80159998126328,0.0,0.0,0.0,0.0,0.0,0.0,67.48828125,0.0
41,2025-10-22T14:16:24.428032,1.960399909876287,0.0,1.7953000497072935,0.0,0.0,0.0,0.0,0.0,0.0,67.48828125,0.0
42,2025-10-22T14:16:24.430735,1.9660999532788992,0.0,1.8004999728873372,0.0,0.0,0.0,0.0,0.0,0.0,67.4921875,0.0
43,2025-10-22T14:16:24.433441,1.9706999883055687,0.0,1.8048000056296587,0.0,0.0,0.0,0.0,0.0,0.0,67.49609375,0.0
44,2025-10-22T14:16:24.436533,2.6796000311151147,0.0,2.3756000446155667,0.0,0.0,0.0,0.0,0.0,0.0,67.49609375,0.0
45,2025-10-22T14:16:24.440018,2.0345000084489584,0.0,1.8727999413385987,0.0,0.0,0.0,0.0,0.0,0.0,67.49609375,0.0
46,2025-10-22T14:16:24.442804,2.249400014989078,0.0,2.0912999752908945,0.0,0.0,0.0,0.0,0.0,0.0,67.49609375,0.0
47,2025-10-22T14:16:24.445831,2.018700004555285,0.0,1.8591000698506832,0.0,0.0,0.0,0.0,0.0,0.0,67.49609375,0.0
48,2025-10-22T14:16:24.448601,2.000899985432625,0.0,1.8434999510645866,0.0,0.0,0.0,0.0,0.0,0.0,67.49609375,0.0
49,2025-10-22T14:16:24.451350,2.1029000636190176,0.0,1.9349000649526715,0.0,0.0,0.0,0.0,0.0,0.0,67.5,0.0
50,2025-10-22T14:16:24.454202,3.3039000118151307,0.0,1.8701000371947885,0.6778999231755733,0.0,0.0,0.0,0.0,0.0,67.5,0.0
51,2025-10-22T14:16:24.458424,2.4553999537602067,0.0,2.0885999547317624,0.13859989121556282,0.0,0.0,0.0,0.0,0.0,67.5,97.7
52,2025-10-22T14:16:24.461664,2.846800023689866,0.0,2.529999939724803,0.1482999650761485,0.0,0.0,0.0,0.0,0.0,67.50390625,0.0
53,2025-10-22T14:16:24.465313,2.154099987819791,0.0,1.8766999710351229,0.10880001354962587,0.0,0.0,0.0,0.0,0.0,67.50390625,0.0
54,2025-10-22T14:16:24.469068,2.8681999538093805,0.0,2.3671999806538224,0.14629994984716177,0.0,0.0,0.0,0.0,0.0,67.5078125,0.0
55,2025-10-22T14:16:24.472799,2.4704000679776073,0.0,2.056499943137169,0.22149994038045406,0.0,0.0,0.0,0.0,0.0,67.5078125,104.2
56,2025-10-22T14:16:24.476446,2.383699989877641,0.0,2.032599993981421,0.12299988884478807,0.0,0.0,0.0,0.0,0.0,67.51171875,0.0
57,2025-10-22T14:16:24.479613,2.1370999747887254,0.0,1.845699967816472,0.11479994282126427,0.0,0.0,0.0,0.0,0.0,67.515625,0.0
