tick_id,timestamp,total_pre_convergence_ms,websocket_json_parse_ms,websocket_dict_creation_ms,websocket_total_ms,broker_timestamp_ops_ms,broker_csv_logging_ms,broker_queue_ops_ms,broker_callback_invoke_ms,broker_total_ms,trader_session_check_ms,trader_callback_invoke_ms,trader_total_ms,memory_mb
1,2025-10-22T14:54:13.628866,19.327900023199618,0.040400074794888496,0.029799994081258774,0.09009998757392168,19.19709995854646,0.002300017513334751,0.016400008462369442,0,19.23129998613149,0.001800013706088066,0,0.006500049494206905,68.31640625
2,2025-10-22T14:54:13.648192,0.1351999817416072,0.041599967516958714,0.0198000343516469,0.07449998520314693,0.03350002225488424,0.001100008375942707,0.012699980288743973,0,0.055900076404213905,0.00100000761449337,0,0.004799920134246349,68.31640625
3,2025-10-22T14:54:13.648192,0.10219996329396963,0.03200001083314419,0.014199991710484028,0.05300005432218313,0.026499968953430653,0.001200009137392044,0.010600080713629723,0,0.04539999645203352,0.000800006091594696,0,0.0037999125197529793,68.31640625
4,2025-10-22T14:54:13.649192,0.09380001574754715,0.029399991035461426,0.011899974197149277,0.04770001396536827,0.02559996210038662,0.00100000761449337,0.009699957445263863,0,0.04249997437000275,0.000900006853044033,0,0.003600027412176132,68.31640625
5,2025-10-22T14:54:13.649192,0.0798000255599618,0.019299914129078388,0.01209997572004795,0.03699993249028921,0.022600055672228336,0.001200009137392044,0.009400071576237679,0,0.039100064896047115,0.000900006853044033,0,0.003700028173625469,68.31640625
6,2025-10-22T14:54:13.652268,0.15230011194944382,0.04279997665435076,0.022000051103532314,0.07569999434053898,0.04369998350739479,0.001600012183189392,0.016200006939470768,0,0.07100007496774197,0.001500011421740055,0,0.005600042641162872,68.31640625
7,2025-10-22T14:54:13.653267,0.4355000564828515,0.02759997732937336,0.015700003132224083,0.052600051276385784,0.26649993378669024,0.002500019036233425,0.024099950678646564,0,0.30670000705868006,0.002600019797682762,0,0.07619999814778566,68.31640625
8,2025-10-22T14:54:13.653267,0.12459990102797747,0.03290001768618822,0.017399899661540985,0.05849997978657484,0.03370002377778292,0.0017998972907662392,0.015099998563528061,0,0.05989999044686556,0.001600012183189392,0,0.006199930794537067,68.31640625
9,2025-10-22T14:54:13.654267,0.08150003850460052,0.021000043489038944,0.011800089851021767,0.037800054997205734,0.024300068616867065,0.001400010660290718,0.008599949069321156,0,0.040199956856667995,0.001100008375942707,0,0.003500026650726795,68.31640625
10,2025-10-22T14:54:13.654267,0.0771000050008297,0.019400031305849552,0.01179997343569994,0.036400044336915016,0.02289994154125452,0.000900006853044033,0.008199946023523808,0,0.03739993553608656,0.000900006853044033,0,0.003300025127828121,68.31640625
