Unnamed: 0,Unnamed: 1,Unnamed: 2,Gross P&L Total,"-14,419.97",Unnamed: 5,Unnamed: 6
,,,,,,
Indicators Activated,EMA Parameters,SL Points,TP Points,Trailing Stop,Green Bars Required for Entry,
EMA Crossover,"Fast EMA: 9, Slow EMA: 21",12.0,"10.0, 25.0, 50.0, 100.0","Enabled: True, Activation: 5.0 points, Distance: 7.0 points",3,
,,,,,,
Entry Time,Exit Time,Entry Price,Exit Price,Lots,Total Qty,Gross P&L
,,,,,,
2025-08-29 10:53:23,2025-08-29 10:56:04,140.1,127.6,,375,-4717.47
2025-08-29 10:56:12,2025-08-29 11:03:31,131.6,142.15,,75,784.57
2025-08-29 10:56:12,2025-08-29 11:06:59,131.6,140.65,,300,2688.57
2025-08-29 11:08:01,2025-08-29 11:12:13,138.5,149.3,,75,802.99
2025-08-29 11:08:01,2025-08-29 11:14:18,138.5,147.1,,300,2552.36
2025-08-29 11:14:53,2025-08-29 11:22:54,146.9,134.75,,375,-4587.9
2025-08-29 11:25:17,2025-08-29 11:30:27,138.2,148.25,,75,746.78
2025-08-29 11:25:17,2025-08-29 11:33:40,138.2,143.7,,300,1623
2025-08-29 11:33:58,2025-08-29 11:47:09,147,145.3,,375,-671.63
2025-08-29 11:47:16,2025-08-29 11:55:59,148.2,135.85,,375,-4663.16
2025-08-29 11:57:11,2025-08-29 11:59:32,141.95,129.25,,375,-4792.86
2025-08-29 11:59:51,2025-08-29 12:33:04,133.4,120.2,,300,-3982.59
2025-08-29 12:33:48,2025-08-29 12:38:56,121,120.4,,300,-202.63
,,,,,,
Commission,Net P&L,Exit Reason,Duration (min),Capital Outstanding,,
,,Starting Capital,,100000,,
29.97,-4747.45,Stop Loss,2.68,95252.55,,
6.68,777.89,Take Profit 1,7.32,96030.44,,
26.43,2662.14,Trailing Stop,10.78,98692.58,,
7.01,795.97,Take Profit 1,4.2,99488.55,,
27.64,2524.71,Trailing Stop,6.28,102013.26,,
31.65,-4619.56,Stop Loss,8.02,97393.71,,
6.97,739.82,Take Profit 1,5.17,98133.53,,
27,1595.99,Trailing Stop,8.38,99729.52,,
34.13,-705.76,Trailing Stop,13.18,99023.75,,
31.91,-4695.07,Stop Loss,8.72,94328.68,,
30.36,-4823.22,Stop Loss,2.35,89505.46,,
22.59,-4005.18,Stop Loss,33.22,85500.28,,
22.63,-225.25,Trailing Stop,5.13,85275.03,,
