Unnamed: 0,Unnamed: 1,Unnamed: 2,Gross P&L Total,"-15,600.95",Unnamed: 5,Unnamed: 6
,,,,,,
Indicators Activated,EMA Parameters,MACD Parameters,SL Points,TP Points,Trailing Stop,Green Bars Required for Entry
"EMA Crossover, MACD, VWAP, ATR","Fast EMA: 9, Slow EMA: 21","Fast: 12, Slow: 26, Signal: 9",15.0,"10.0, 25.0, 50.0, 100.0","Enabled: True, Activation: 5.0 points, Distance: 7.0 points",3
,,,,,,
Entry Time,Exit Time,Entry Price,Exit Price,Lots,Total Qty,Gross P&L
,,,,,,
2025-09-30 09:20:17,2025-09-30 09:20:55,234.85,245,,106,1059.29
2025-09-30 09:20:17,2025-09-30 09:21:50,234.85,245.1,,319,3219.76
2025-09-30 09:26:17,2025-09-30 09:26:54,233.55,218.25,,446,-6886.04
2025-09-30 10:01:48,2025-09-30 10:03:10,197,181.9,,493,-7501.64
2025-09-30 11:00:42,2025-09-30 11:06:17,173.15,183.4,,129,1307.12
2025-09-30 11:00:42,2025-09-30 11:07:03,173.15,175.9,,389,1026
2025-09-30 11:07:56,2025-09-30 11:11:00,172,182.7,,133,1407.56
2025-09-30 11:07:56,2025-09-30 11:11:43,172,178.9,,402,2727.82
2025-09-30 11:12:15,2025-09-30 11:14:49,177.9,177.95,,540,-34.44
2025-09-30 11:15:51,2025-09-30 11:20:16,178,189.9,,134,1578.33
2025-09-30 11:15:51,2025-09-30 11:20:42,178,203.35,,134,3379.48
2025-09-30 11:15:51,2025-09-30 11:20:51,178,196.45,,271,4965.91
2025-09-30 11:31:35,2025-09-30 11:31:51,171.55,171.25,,617,-252.66
2025-09-30 11:32:03,2025-09-30 11:36:02,176.55,186.75,,149,1502.01
2025-09-30 11:32:03,2025-09-30 11:36:50,176.55,184.5,,449,3516.58
2025-09-30 11:37:28,2025-09-30 11:40:42,181.6,166.4,,609,-9321.6
2025-09-30 12:05:28,2025-09-30 12:06:30,169,168.55,,599,-334.1
2025-09-30 12:17:07,2025-09-30 12:17:36,170.9,171.4,,590,230.34
2025-09-30 12:17:56,2025-09-30 12:19:27,171.25,171.6,,590,141.76
2025-09-30 12:19:30,2025-09-30 12:20:43,174.15,172.45,,581,-1051.76
2025-09-30 12:20:48,2025-09-30 12:22:04,176.2,186.95,,142,1509.53
2025-09-30 12:20:48,2025-09-30 12:22:28,176.2,188.65,,426,5252.31
2025-09-30 12:23:00,2025-09-30 12:28:02,186.5,185.1,,572,-868.5
2025-09-30 12:28:48,2025-09-30 12:32:38,186.9,196.9,,141,1392.25
2025-09-30 12:28:48,2025-09-30 12:33:08,186.9,195.7,,425,3686.82
2025-09-30 12:34:13,2025-09-30 12:35:49,187.55,185.75,,591,-1133.99
2025-09-30 12:36:52,2025-09-30 12:38:05,188.35,172.45,,582,-9317.97
2025-09-30 12:38:33,2025-09-30 12:39:22,175.8,185.85,,142,1410.23
2025-09-30 12:38:33,2025-09-30 12:40:08,175.8,183.25,,429,3145.78
2025-09-30 12:41:13,2025-09-30 12:50:02,178.1,162.4,,589,-9308.46
2025-09-30 12:52:52,2025-09-30 13:01:47,172.3,157.25,,554,-8393.4
2025-09-30 13:09:29,2025-09-30 13:11:06,177.6,188.2,,122,1278.52
2025-09-30 13:09:29,2025-09-30 13:11:23,177.6,183.25,,368,2036.08
2025-09-30 13:12:00,2025-09-30 13:14:09,185.05,169.15,,488,-7811.98
2025-09-30 13:14:30,2025-09-30 13:16:45,170.35,172.2,,484,842.11
,,,,,,
Commission,Net P&L,Exit Reason,Duration (min),Capital Outstanding,,
,,Starting Capital,,100000,,
16.61,1042.69,Take Profit 1,0.63,101042.69,,
49.99,3169.76,Trailing Stop,1.55,104212.45,,
62.24,-6948.28,Stop Loss,0.62,97264.18,,
57.34,-7558.98,Stop Loss,1.37,89705.2,,
15.13,1292,Take Profit 1,5.58,90997.19,,
43.75,982.25,Trailing Stop,6.35,91979.44,,
15.54,1392.03,Take Profit 1,3.07,93371.47,,
45.98,2681.83,Trailing Stop,3.78,96053.3,,
61.44,-95.88,Trailing Stop,2.57,95957.42,,
16.27,1562.06,Take Profit 1,4.42,97519.47,,
17.42,3362.05,Take Profit 2,4.85,100881.53,,
34.04,4931.87,Trailing Stop,5,105813.4,,
67.56,-320.22,Trailing Stop,0.27,105493.18,,
17.79,1484.22,Take Profit 1,3.98,106977.39,,
52.97,3463.61,Trailing Stop,4.78,110441.01,,
64.8,-9386.39,Stop Loss,3.23,101054.62,,
64.55,-398.66,Trailing Stop,1.03,100655.96,,
64.66,165.68,Trailing Stop,0.48,100821.64,,
64.74,77.03,Trailing Stop,1.52,100898.67,,
64.06,-1115.83,Trailing Stop,1.22,99782.84,,
16.97,1492.55,Take Profit 1,1.27,101275.39,,
51.39,5200.93,Trailing Stop,1.67,106476.32,,
67.7,-936.2,Trailing Stop,5.03,105540.13,,
17.75,1374.5,Take Profit 1,3.83,106914.62,,
53.18,3633.64,Trailing Stop,4.33,110548.26,,
70.19,-1204.18,Trailing Stop,1.6,109344.08,,
64.17,-9382.15,Stop Loss,1.22,99961.93,,
16.87,1393.35,Take Profit 1,0.82,101355.28,,
50.27,3095.52,Trailing Stop,1.58,104450.8,,
61.16,-9369.62,Stop Loss,8.82,95081.18,,
55.7,-8449.1,Stop Loss,8.92,86632.07,,
14.68,1263.84,Take Profit 1,1.62,87895.91,,
43.12,1992.96,Trailing Stop,1.9,89888.87,,
52.78,-7864.76,Stop Loss,2.15,82024.11,,
53.29,788.82,Trailing Stop,2.25,82812.93,,
