Unnamed: 0,Unnamed: 1,Unnamed: 2,Gross P&L Total,"-18,907.09",Unnamed: 5,Unnamed: 6
,,,,,,
Indicators Activated,EMA Parameters,MACD Parameters,SL Points,TP Points,Trailing Stop,Green Bars Required for Entry
"EMA Crossover, MACD","Fast EMA: 9, Slow EMA: 21","Fast: 12, Slow: 26, Signal: 9",7.0,"10.0, 25.0, 50.0, 100.0","Enabled: False, Activation: 5.0 points, Distance: 5.0 points",5
,,,,,,
Entry Time,Exit Time,Entry Price,Exit Price,Lots,Total Qty,Gross P&L
,,,,,,
2025-09-25 09:33:55,2025-09-25 09:36:01,236,228.5,,423,-3234.3
2025-09-25 09:54:52,2025-09-25 09:58:42,221.25,231.65,,109,1117.46
2025-09-25 09:54:52,2025-09-25 10:03:43,221.25,214.1,,328,-2390.1
2025-09-25 10:17:05,2025-09-25 10:18:49,217.7,210.35,,438,-3278.21
2025-09-25 10:39:37,2025-09-25 11:11:06,190.95,201.15,,120,1208.57
2025-09-25 10:39:37,2025-09-25 11:22:01,190.95,216.2,,120,3013.41
2025-09-25 10:39:37,2025-09-25 11:42:33,190.95,183.1,,242,-1928.03
2025-09-25 12:53:16,2025-09-25 13:02:47,174.3,185,,135,1428.53
2025-09-25 12:53:16,2025-09-25 14:09:04,174.3,166,,406,-3412.89
2025-09-25 14:27:17,2025-09-25 14:28:52,170.25,162.8,,542,-4094.32
2025-09-25 14:37:24,2025-09-25 14:39:02,151.2,161.7,,145,1507.51
2025-09-25 14:37:24,2025-09-25 14:59:35,151.2,144.2,,438,-3106.38
2025-09-25 15:02:44,2025-09-25 15:05:42,136.4,128.65,,634,-4965.65
2025-09-25 15:07:28,2025-09-25 15:10:00,129.95,128.8,,627,-772.69
,,,,,,
Commission,Net P&L,Exit Reason,Duration (min),Capital Outstanding,,
,,Starting Capital,,100000,,
61.8,-3296.1,Stop Loss,2.1,96703.9,,
16.14,1101.31,Take Profit 1,3.83,97805.21,,
44.9,-2435,Stop Loss,8.85,95370.2,,
58.91,-3337.12,Stop Loss,1.73,92033.08,,
15.43,1193.13,Take Profit 1,31.48,93226.22,,
16.59,2996.82,Take Profit 2,42.4,96223.04,,
28.33,-1956.36,Stop Loss,62.93,94266.68,,
15.97,1412.56,Take Profit 1,9.52,95679.24,,
43.09,-3455.99,Stop Loss,75.8,92223.25,,
56.42,-4150.74,Stop Loss,1.58,88072.51,,
14.99,1492.52,Take Profit 1,1.63,89565.03,,
40.38,-3146.77,Stop Loss,22.18,86418.26,,
52.15,-5017.8,Stop Loss,2.97,81400.46,,
51.64,-824.32,Exit Buffer,2.53,80576.13,,
