Unnamed: 0,Unnamed: 1,Unnamed: 2,Gross P&L Total,"-33,053.40",Unnamed: 5,Unnamed: 6
,,,,,,
Indicators Activated,EMA Parameters,MACD Parameters,SL Points,TP Points,Trailing Stop,Green Bars Required for Entry
"EMA Crossover, MACD","Fast EMA: 9, Slow EMA: 21","Fast: 12, Slow: 26, Signal: 9",7.0,"10.0, 25.0, 50.0, 100.0","Enabled: False, Activation: 5.0 points, Distance: 7.0 points",3
,,,,,,
Entry Time,Exit Time,Entry Price,Exit Price,Lots,Total Qty,Gross P&L
,,,,,,
2025-09-30 09:20:17,2025-09-30 09:20:55,234.85,245,,75,749.5
2025-09-30 09:20:17,2025-09-30 09:23:01,234.85,227.4,,300,-2278.62
2025-09-30 09:23:23,2025-09-30 09:24:14,226.75,219.75,,375,-2677.69
2025-09-30 09:24:28,2025-09-30 09:25:33,221.35,231.55,,75,753.9
2025-09-30 09:24:28,2025-09-30 09:27:00,221.35,214.25,,300,-2171.1
2025-09-30 09:28:18,2025-09-30 09:29:08,210.1,200.7,,375,-3573.12
2025-09-30 09:29:56,2025-09-30 09:30:52,195.2,187.65,,450,-3451.49
2025-09-30 09:31:40,2025-09-30 09:32:43,185.9,197.55,,75,864.28
2025-09-30 09:31:40,2025-09-30 09:39:18,185.9,178.45,,375,-2836.54
2025-09-30 09:39:48,2025-09-30 09:41:32,175.1,168,,450,-3243.34
2025-09-30 09:42:11,2025-09-30 09:45:02,174.3,166.25,,450,-3670.34
2025-09-30 09:45:32,2025-09-30 09:47:48,163.95,174,,75,745.41
2025-09-30 09:45:32,2025-09-30 10:01:33,163.95,189.4,,75,1899.67
2025-09-30 09:45:32,2025-09-30 10:10:31,163.95,156.8,,300,-2175.08
2025-09-30 10:11:24,2025-09-30 10:14:41,158.5,151.25,,450,-3306.02
2025-09-30 10:14:49,2025-09-30 10:18:42,153.8,164,,75,757.14
2025-09-30 10:14:49,2025-09-30 10:27:00,153.8,146.6,,375,-2735.15
2025-09-30 10:27:29,2025-09-30 10:36:15,143.65,135.3,,450,-3796.43
2025-09-30 10:37:33,2025-09-30 10:38:18,120.3,112.95,,525,-3896.67
2025-09-30 10:39:18,2025-09-30 10:42:42,119.25,130,,75,800.02
2025-09-30 10:39:18,2025-09-30 10:54:22,119.25,144.3,,75,1871.83
2025-09-30 10:39:18,2025-09-30 11:00:40,119.25,170.25,,75,3816.84
2025-09-30 10:39:18,2025-09-30 14:15:59,119.25,110.3,,300,-2706.16
2025-09-30 14:16:15,2025-09-30 14:19:45,112.5,104.15,,600,-5049.96
2025-09-30 14:20:30,2025-09-30 14:20:38,99.35,90.65,,600,-5254.78
2025-09-30 14:20:50,2025-09-30 14:22:16,94.8,86.8,,600,-4833.3
2025-09-30 14:22:24,2025-09-30 14:22:33,91.7,103.05,,75,846.31
2025-09-30 14:22:24,2025-09-30 14:23:44,91.7,116.75,,75,1873.15
2025-09-30 14:22:24,2025-09-30 14:35:39,91.7,142,,75,3765.69
2025-09-30 14:22:24,2025-09-30 15:10:00,91.7,111.3,,300,5858.65
,,,,,,
Commission,Net P&L,Exit Reason,Duration (min),Capital Outstanding,,
,,Starting Capital,,100000,,
11.75,737.75,Take Profit 1,0.63,100737.75,,
43.62,-2322.24,Stop Loss,2.73,98415.51,,
52.69,-2730.38,Stop Loss,0.85,95685.13,,
11.1,742.79,Take Profit 1,1.08,96427.92,,
41.1,-2212.19,Stop Loss,2.53,94215.73,,
48.12,-3621.25,Stop Loss,0.83,90594.48,,
53.99,-3505.49,Stop Loss,0.93,87089,,
9.47,854.8,Take Profit 1,1.05,87943.8,,
42.79,-2879.33,Stop Loss,7.63,85064.47,,
48.34,-3291.68,Stop Loss,1.73,81772.8,,
47.84,-3718.17,Stop Loss,2.85,78054.63,,
8.34,737.06,Take Profit 1,2.27,78791.69,,
9.08,1890.58,Take Profit 2,16.02,80682.27,,
30.08,-2205.15,Stop Loss,24.98,78477.12,,
43.52,-3349.54,Stop Loss,3.28,75127.58,,
7.86,749.27,Take Profit 1,3.88,75876.85,,
35.15,-2770.3,Stop Loss,12.18,73106.55,,
38.93,-3835.36,Stop Loss,8.77,69271.19,,
37.92,-3934.58,Stop Loss,0.75,65336.61,,
6.23,793.78,Take Profit 1,3.4,66130.39,,
6.92,1864.91,Take Profit 2,15.07,67995.3,,
8.16,3808.67,Take Profit 3,21.37,71803.97,,
21.16,-2727.32,Stop Loss,216.68,69076.66,,
39.96,-5089.91,Stop Loss,3.5,63986.74,,
34.78,-5289.55,Stop Loss,0.13,58697.19,,
33.3,-4866.6,Stop Loss,1.43,53830.59,,
4.94,841.37,Take Profit 1,0.15,54671.96,,
5.6,1867.55,Take Profit 2,1.33,56539.51,,
6.81,3758.88,Take Profit 3,13.25,60298.39,,
21.35,5837.3,Exit Buffer,47.6,66135.69,,
