Entry Time,Exit Time,Entry Price,Exit Price,Lots,Total Qty,Gross P&L,Commission,Net P&L,Exit Reason,Duration (min),Capital Outstanding
,,,,,,,,,Starting Capital,,100000.0
2025-07-18 11:08:05,2025-07-18 11:25:05,197.95,187.0,,450.0,-4980.21,52.71,-5032.93,Stop Loss,17.0,94967.07
2025-07-18 11:31:59,2025-07-18 11:34:57,189.75,199.85,,75.0,748.11,9.39,738.72,Take Profit 1,2.97,95705.8
2025-07-18 11:31:59,2025-07-18 11:37:29,189.75,197.4,,375.0,2822.38,46.37,2776.01,Trailing Stop,5.5,98481.8
2025-07-18 11:44:05,2025-07-18 11:49:31,210.2,200.0,,375.0,-3871.98,46.98,-3918.96,Stop Loss,5.43,94562.84
2025-07-18 11:54:03,2025-07-18 12:12:05,193.0,203.6,,75.0,785.43,9.57,775.87,Take Profit 1,18.03,95338.71
2025-07-18 11:54:03,2025-07-18 12:20:41,193.0,208.5,,375.0,5763.52,48.98,5714.54,Trailing Stop,26.63,101053.25
2025-07-18 12:36:48,2025-07-18 12:39:23,207.0,196.9,,450.0,-4600.5,55.5,-4656.01,Stop Loss,2.58,96397.25
2025-07-18 12:44:08,2025-07-18 12:49:36,199.0,196.45,,450.0,-1202.88,55.38,-1258.25,Trailing Stop,5.47,95138.99
2025-07-18 13:58:54,2025-07-18 14:03:14,174.9,177.05,,450.0,917.59,49.91,867.68,Trailing Stop,4.33,96006.67
2025-07-18 14:44:15,2025-07-18 14:46:13,174.0,174.1,,450.0,-4.08,49.08,-53.15,Trailing Stop,1.97,95953.52
