Unnamed: 0,Unnamed: 1,Unnamed: 2,Gross P&L Total,"-3,615.69",Unnamed: 5,Unnamed: 6
,,,,,,
Indicators Activated,EMA Parameters,SL Points,TP Points,Trailing Stop,Green Bars Required for Entry,
EMA Crossover,"Fast EMA: 9, Slow EMA: 21",8.0,"10.0, 25.0, 50.0, 100.0","Enabled: True, Activation: 5.0 points, Distance: 7.0 points",4,
,,,,,,
Entry Time,Exit Time,Entry Price,Exit Price,Lots,Total Qty,Gross P&L
,,,,,,
2025-08-13 09:20:00,2025-08-13 09:22:42,129.7,121.15,,600,-5175.53
2025-08-13 09:22:51,2025-08-13 09:25:14,125.6,135.8,,75,758.62
2025-08-13 09:22:51,2025-08-13 09:25:38,125.6,129.5,,450,1718.5
2025-08-13 09:26:14,2025-08-13 09:28:51,125.65,117.1,,600,-5174.01
2025-08-13 09:29:04,2025-08-13 09:32:25,123.5,122.75,,525,-434.12
2025-08-13 09:33:26,2025-08-13 09:35:09,115.9,125.9,,75,744.09
2025-08-13 09:33:26,2025-08-13 09:40:17,115.9,141.45,,75,1909.6
2025-08-13 09:33:26,2025-08-13 09:42:32,115.9,138.9,,375,8592.37
2025-08-13 09:45:19,2025-08-13 09:48:32,142.6,153.95,,150,1688.03
2025-08-13 09:45:19,2025-08-13 09:51:03,142.6,150.25,,450,3400.15
2025-08-13 09:52:11,2025-08-13 09:53:00,155.75,147.7,,600,-4885.51
2025-08-13 09:53:37,2025-08-13 09:57:04,148.4,159.3,,150,1620.03
2025-08-13 09:53:37,2025-08-13 09:57:55,148.4,152.6,,450,1846.98
2025-08-13 09:58:50,2025-08-13 09:59:11,163.55,155.1,,600,-5128.29
2025-08-13 09:59:59,2025-08-13 10:01:23,159,150.6,,600,-5096.6
,,,,,,
Commission,Net P&L,Exit Reason,Duration (min),Capital Outstanding,,
,,Starting Capital,,100000,,
45.53,-5221.07,Stop Loss,2.7,94778.93,,
6.38,752.24,Take Profit 1,2.38,95531.17,,
36.5,1681.99,Trailing Stop,2.78,97213.16,,
44.01,-5218.02,Stop Loss,2.62,91995.14,,
40.37,-474.49,Trailing Stop,3.35,91520.65,,
5.91,738.17,Take Profit 1,1.72,92258.82,,
6.65,1902.96,Take Profit 2,6.85,94161.78,,
32.63,8559.74,Trailing Stop,9.1,102721.52,,
14.47,1673.57,Take Profit 1,3.22,104395.09,,
42.35,3357.79,Trailing Stop,5.73,107752.88,,
55.51,-4941.03,Stop Loss,0.82,102811.86,,
14.97,1605.06,Take Profit 1,3.45,104416.92,,
43.02,1803.97,Trailing Stop,4.3,106220.89,,
58.29,-5186.59,Stop Loss,0.35,101034.3,,
56.6,-5153.21,Stop Loss,1.4,95881.09,,
